order_id,order_date,customer_id,region,last_touch_channel,device_type,shipping_cost,order_total,is_returned,returned_amount
41174,2024-07-04,13561,West,Organic Search,Desktop,8.32,625.53,False,0.0
41175,2023-01-11,12880,West,Direct,Mobile,2.43,178.58,False,0.0
41176,2025-03-05,6793,West,Referral,Mobile,5.22,220.7,False,0.0
41177,2025-06-30,5655,West,Paid Search,Desktop,0.3,298.66,False,0.0
41178,2024-11-11,13323,South,Paid Search,Desktop,0.0,124.68,False,0.0
41179,2024-12-29,6540,South,Referral,Desktop,10.52,289.94,False,0.0
41180,2025-06-15,6226,South,Referral,Mobile,6.72,719.91,True,606.01
41181,2024-07-02,751,West,Paid Search,Mobile,9.29,254.79,False,0.0
41182,2024-12-03,1778,Northeast,Organic Search,Desktop,6.91,829.39,False,0.0
41183,2023-06-04,292,Midwest,Paid Search,Mobile,8.41,239.66,False,0.0
41184,2024-10-13,6502,West,Paid Search,Desktop,5.37,282.89,False,0.0
41185,2024-07-03,5016,West,Organic Search,Desktop,6.77,104.1,False,0.0
41186,2024-03-28,5247,Northeast,Display,Tablet,4.77,15.83,False,0.0
41187,2023-06-28,3088,Northeast,Email,Mobile,11.17,333.13,False,0.0
41188,2023-10-16,2056,South,Display,Desktop,6.91,233.89,False,0.0
41189,2025-02-09,5237,Midwest,Direct,Desktop,7.13,456.95,False,0.0
41190,2024-12-03,9242,West,Direct,Mobile,7.05,12.17,False,0.0
41191,2023-02-10,11004,West,Email,Desktop,10.92,21.91,False,0.0
41192,2023-09-18,5917,South,Referral,Desktop,5.44,77.07,False,0.0
41193,2024-03-29,5828,South,Organic Search,Mobile,4.91,446.92,False,0.0
41194,2025-04-28,4149,West,Organic Search,Desktop,8.52,564.8,False,0.0
41195,2023-07-31,10323,Northeast,Organic Search,Desktop,12.65,825.45,False,0.0
41196,2023-03-01,1309,Northeast,Organic Search,Mobile,2.84,423.31,False,0.0
41197,2024-02-01,5252,South,Email,Tablet,6.47,122.97,False,0.0
41198,2024-02-17,7525,South,Organic Search,Tablet,9.93,81.86,False,0.0
41199,2024-05-03,8647,Northeast,Display,Desktop,4.05,181.93,False,0.0
41200,2024-04-11,10054,Midwest,Organic Search,Mobile,8.03,184.91,False,0.0
41201,2023-04-09,8862,Northeast,Display,Desktop,9.77,229.15,False,0.0
41202,2024-01-08,3242,Northeast,Email,Mobile,5.98,518.08,False,0.0
41203,2023-05-24,7428,West,Organic Search,Mobile,7.57,400.29,False,0.0
41204,2024-06-26,9680,South,Paid Search,Desktop,0.0,360.59,False,0.0
41205,2024-10-10,4932,South,Paid Search,Desktop,9.18,24.49,False,0.0
41206,2023-07-04,4347,South,Direct,Desktop,7.4,146.11,False,0.0
41207,2023-02-02,10788,Midwest,Direct,Desktop,10.28,648.14,False,0.0
41208,2023-12-30,4461,West,Organic Search,Mobile,6.97,621.0,False,0.0
41209,2024-08-29,13927,Midwest,Display,Mobile,8.26,421.4,False,0.0
41210,2024-08-08,151,South,Display,Mobile,4.86,139.02,False,0.0
41211,2023-11-27,4955,South,Paid Search,,5.86,325.84,False,0.0
41212,2025-02-16,14003,Midwest,Social,Mobile,9.83,193.07,False,0.0
41213,2024-10-04,26,West,Display,Mobile,9.21,118.49,False,0.0
41214,2023-07-18,14519,South,Organic Search,Desktop,11.02,581.11,False,0.0
41215,2023-12-01,11643,West,Paid Search,Mobile,6.43,95.03,False,0.0
41216,2023-12-13,7946,West,Direct,Desktop,9.36,328.04,False,0.0
41217,2024-04-28,11689,West,Referral,Mobile,4.19,60.02,False,0.0
41218,2023-09-19,13644,West,Social,Tablet,3.6,473.33,False,0.0
41219,2024-10-26,6428,Midwest,Email,Tablet,11.09,107.6,False,0.0
41220,2023-04-25,10978,South,Direct,Tablet,10.43,357.29,True,128.81
41221,2024-03-01,8163,Northeast,Paid Search,Tablet,8.76,526.4,False,0.0
41222,2024-09-13,9874,Midwest,Email,Mobile,8.94,660.71,False,0.0
41223,2025-04-14,9505,South,Paid Search,Desktop,6.74,52.97,False,0.0
41224,2023-05-28,7594,West,Direct,Desktop,9.78,619.26,False,0.0
41225,2023-03-03,9670,Northeast,Organic Search,Mobile,0.0,81.05,False,0.0
41226,2025-01-14,3216,Northeast,Paid Search,Desktop,6.25,957.02,False,0.0
41227,2023-05-02,443,Midwest,Referral,Desktop,5.76,165.63,False,0.0
41228,2023-11-29,2281,South,Email,Mobile,4.7,109.05,False,0.0
41229,2024-11-12,2953,Northeast,Display,Mobile,4.21,475.82,False,0.0
41230,2024-01-31,14056,Midwest,Referral,Desktop,5.25,109.45,False,0.0
41231,2024-01-02,7413,Northeast,Paid Search,Mobile,6.31,35.03,False,0.0
41232,2024-08-23,3661,South,Paid Search,Mobile,5.49,291.44,False,0.0
41233,2024-11-14,8938,Midwest,Organic Search,Tablet,7.02,250.61,False,0.0
41234,2023-03-20,7886,South,Referral,Desktop,9.34,194.03,False,0.0
41235,2025-06-03,9935,South,Direct,Desktop,11.13,38.51,False,0.0
41236,2024-07-09,14490,South,Email,Mobile,9.27,184.86,False,0.0
41237,2024-02-19,10276,West,Paid Search,,6.01,76.99,False,0.0
41238,2025-01-02,4202,South,Paid Search,Desktop,10.18,754.82,False,0.0
41239,2025-03-17,10612,Northeast,Paid Search,Desktop,4.21,314.09,False,0.0
41240,2024-02-01,892,South,Display,Desktop,5.02,1141.03,False,0.0
41241,2023-11-22,13755,South,Organic Search,Mobile,9.61,94.31,False,0.0
41242,2024-06-15,14453,Northeast,Organic Search,Desktop,0.0,134.52,False,0.0
41243,2023-07-04,2486,Northeast,Organic Search,Mobile,4.34,26.15,False,0.0
41244,2024-08-31,1023,South,Social,Mobile,12.78,72.48,False,0.0
41245,2023-10-26,1679,South,Paid Search,Tablet,10.08,530.39,False,0.0
41246,2024-04-21,5506,West,Direct,Mobile,7.39,733.15,False,0.0
41247,2025-05-08,4290,Northeast,Social,Desktop,5.23,492.07,False,0.0
41248,2023-08-19,142,Northeast,Paid Search,Desktop,6.8,141.58,False,0.0
41249,2024-12-08,11636,West,Referral,Mobile,4.68,14.23,False,0.0
41250,2024-03-29,1482,Northeast,Direct,Mobile,2.34,287.85,False,0.0
41251,2023-12-21,12760,South,Direct,Mobile,11.04,73.06,False,0.0
41252,2024-10-25,14270,Midwest,Display,Tablet,3.04,421.31,False,0.0
41253,2023-11-27,14326,South,Paid Search,Tablet,12.81,81.29,False,0.0
41254,2025-06-22,13981,West,Direct,Desktop,8.09,162.24,False,0.0
41255,2024-12-29,5118,Midwest,Email,Mobile,4.7,399.46,False,0.0
41256,2024-03-13,10516,South,Email,Mobile,5.29,248.84,False,0.0
41257,2023-09-14,7973,South,Direct,Mobile,0.0,467.74,False,0.0
41258,2025-03-25,12465,West,Display,Desktop,9.62,114.04,False,0.0
41259,2025-02-12,4514,Northeast,Organic Search,Mobile,7.26,70.02,False,0.0
41260,2023-11-04,4092,South,Referral,Desktop,7.55,333.69,False,0.0
41261,2025-02-16,8557,Midwest,Referral,Desktop,8.58,1020.66,False,0.0
41262,2023-11-14,3285,Northeast,Direct,Desktop,10.47,87.19,False,0.0
41263,2025-02-07,820,Northeast,Email,Tablet,12.37,172.9,False,0.0
41264,2025-03-07,14239,South,Paid Search,Desktop,2.2,443.82,False,0.0
41265,2024-11-12,8490,West,Social,Desktop,9.85,24.11,False,0.0
41266,2023-11-19,6378,Northeast,Paid Search,Mobile,10.07,116.89,False,0.0
41267,2024-12-27,14733,South,Display,Desktop,7.83,79.1,False,0.0
41268,2024-11-18,5620,South,Email,Mobile,6.41,395.45,False,0.0
41269,2023-11-20,3735,West,Direct,Desktop,5.67,214.53,False,0.0
41270,2023-12-14,4640,Northeast,Direct,Tablet,9.87,186.68,False,0.0
41271,2024-07-17,14590,Northeast,Email,Desktop,6.47,537.2,False,0.0
41272,2024-03-17,9364,south ,Referral,Desktop,5.23,34.54,False,0.0
41273,2023-11-06,5303,Northeast,Referral,Tablet,8.37,658.01,False,0.0
41274,2023-09-23,13947,South,Organic Search,Desktop,0.72,196.27,False,0.0
41275,2023-07-28,14660,Northeast,Social,Desktop,5.02,443.59,False,0.0
41276,2023-10-04,583,Northeast,Organic Search,Desktop,8.98,221.45,False,0.0
41277,2024-05-11,10801,West,Social,Mobile,6.27,299.28,False,0.0
41278,2024-03-27,9302,Midwest,Paid Search,Mobile,0.0,78.29,False,0.0
41279,2024-04-11,6216,West,Referral,,1.55,250.58,False,0.0
41280,2023-11-22,8006,West,Direct,,5.23,126.85,False,0.0
41281,2024-12-21,5248,South,Social,Desktop,3.36,367.91,False,0.0
41282,2023-06-12,14082,South,Social,Desktop,8.61,316.95,False,0.0
41283,2024-06-05,9797,West,Organic Search,Mobile,6.13,221.49,False,0.0
41284,2025-05-26,13825,Northeast,Paid Search,Desktop,3.53,715.72,False,0.0
41285,2023-10-05,6680,west  ,Email,Mobile,1.13,88.7,False,0.0
41286,2024-04-28,2471,south ,Email,Desktop,9.17,185.44,False,0.0
41287,2023-03-12,4254,Northeast,Paid Search,Tablet,2.34,109.14,False,0.0
41288,2024-02-27,10563,Midwest,Email,Desktop,9.75,52.77,False,0.0
41289,2024-09-16,31,West,Email,Desktop,7.02,318.23,False,0.0
41290,2025-06-13,4122,West,Email,,6.68,306.11,False,0.0
41291,2023-02-27,8077,Northeast,Social,Desktop,6.51,275.96,False,0.0
41292,2023-01-16,11277,Northeast,Referral,Desktop,9.13,133.53,False,0.0
41293,2023-05-12,6200,Midwest,Referral,Mobile,12.95,163.0,False,0.0
41294,2024-02-04,14590,Northeast,Paid Search,Mobile,11.95,229.64,False,0.0
41295,2024-11-06,11026,Northeast,Paid Search,Mobile,7.38,408.6,False,0.0
41296,2023-05-25,9085,South,Email,Mobile,0.85,942.81,False,0.0
41297,2023-09-24,7596,Northeast,Paid Search,Mobile,12.2,100.68,True,70.69
41298,2024-12-04,12086,Midwest,Social,Tablet,7.0,71.4,False,0.0
41299,2024-07-09,8635,South,Organic Search,,8.98,127.03,False,0.0
41300,2024-08-13,14437,South,Referral,Desktop,6.04,642.26,False,0.0
41301,2023-04-13,1289,South,Paid Search,Mobile,9.72,326.64,False,0.0
41302,2023-07-12,4466,West,Referral,Mobile,3.36,83.43,False,0.0
41303,2023-03-18,6508,Northeast,Email,Mobile,6.15,39.86,False,0.0
41304,2025-06-29,4487,West,Social,Desktop,4.19,557.41,False,0.0
41305,2024-03-21,11666,South,Email,Mobile,9.02,517.58,False,0.0
41306,2023-07-17,14460,South,Organic Search,Mobile,0.87,19.85,False,0.0
41307,2025-06-06,9374,Northeast,Organic Search,Desktop,13.54,265.54,False,0.0
41308,2025-01-02,5219,South,Organic Search,Desktop,2.8,339.86,False,0.0
41309,2024-01-06,4197,Northeast,Email,Desktop,10.81,528.34,False,0.0
41310,2024-05-18,10068,West,Email,Desktop,10.68,197.86,False,0.0
41311,2024-12-05,6030,Northeast,Email,Desktop,10.37,123.29,False,0.0
41312,2025-06-27,4228,West,Social,Mobile,5.1,683.9,False,0.0
41313,2023-09-23,1664,Northeast,Organic Search,Desktop,7.08,273.52,False,0.0
41314,2023-09-17,6464,Northeast,Referral,Desktop,7.92,288.26,False,0.0
41315,2024-08-30,9246,South,Display,Mobile,8.88,709.56,False,0.0
41316,2024-07-25,2402,South,Social,Mobile,7.48,161.91,False,0.0
41317,2024-09-19,2304,N. East,Email,Mobile,8.72,245.16,False,0.0
41318,2025-02-10,6356,West,Email,Mobile,7.59,159.15,False,0.0
41319,2024-11-16,11800,Midwest,Organic Search,Mobile,4.53,279.04,False,0.0
41320,2023-02-14,9842,Midwest,Social,Desktop,4.62,140.87,False,0.0
41321,2025-04-21,13261,South,Paid Search,Mobile,8.29,240.01,False,0.0
41322,2023-02-18,10081,Northeast,Paid Search,Tablet,6.09,1136.93,False,0.0
41323,2024-07-02,2424,South,Email,Mobile,5.29,52.92,False,0.0
41324,2024-12-23,5197,Northeast,Display,Tablet,9.58,1414.72,False,0.0
41325,2025-04-10,12955,South,Referral,Tablet,6.94,502.09,False,0.0
41326,2025-06-14,2007,Northeast,Email,Desktop,6.3,40.41,False,0.0
41327,2025-04-24,13893,West,Direct,Desktop,5.11,31.45,False,0.0
41328,2023-05-05,13211,Midwest,Display,Mobile,7.0,329.2,False,0.0
41329,2024-03-27,9997,South,Paid Search,Mobile,6.96,362.72,False,0.0
41330,2025-04-26,5058,Northeast,Organic Search,Desktop,3.14,123.14,False,0.0
41331,2023-12-25,8469,Midwest,Organic Search,Mobile,9.63,1071.31,False,0.0
41332,2024-04-12,12633,south ,Email,Desktop,2.42,161.34,True,72.27
41333,2023-12-29,5582,West,Social,Desktop,6.57,125.72,False,0.0
41334,2023-07-18,14970,West,Direct,Desktop,7.27,215.27,False,0.0
41335,2025-02-24,14758,Northeast,Social,Mobile,7.69,950.43,False,0.0
41336,2023-05-23,307,Midwest,Email,Desktop,3.95,191.81,False,0.0
41337,2023-09-11,8309,South,Social,Tablet,8.99,101.12,False,0.0
41338,2025-03-21,4514,Northeast,Organic Search,Desktop,6.33,82.0,False,0.0
41339,2024-01-06,4670,South,Email,Desktop,0.76,9.99,False,0.0
41340,2024-03-16,7667,Midwest,Referral,Desktop,7.64,40.21,False,0.0
41341,2025-03-18,9912,South,Display,Mobile,9.89,80.05,False,0.0
41342,2024-09-18,9163,South,Referral,Desktop,10.0,464.11,False,0.0
41343,2023-08-31,4160,South,Social,Desktop,9.8,124.64,False,0.0
41344,2025-01-06,4984,South,Paid Search,Mobile,5.52,715.73,False,0.0
41345,2024-12-16,5441,Northeast,Organic Search,Desktop,1.19,155.17,True,50.89
41346,2023-07-10,8477,South,Organic Search,Desktop,4.33,383.13,False,0.0
41347,2024-07-09,7715,Midwest,Organic Search,Mobile,8.3,136.73,False,0.0
41348,2024-03-15,809,South,Referral,Mobile,7.76,154.72,False,0.0
41349,2024-11-01,13231,South,Paid Search,Mobile,4.51,516.82,False,0.0
41350,2024-09-18,12235,Midwest,Social,Mobile,8.71,56.8,False,0.0
41351,2023-03-25,1269,South,Organic Search,Mobile,12.28,325.69,False,0.0
41352,2024-03-08,1271,West,Social,Desktop,9.58,206.23,False,0.0
41353,2025-03-08,11310,South,Organic Search,Mobile,9.17,315.56,False,0.0
41354,2023-10-22,10542,Northeast,Organic Search,Desktop,5.72,346.52,False,0.0
41355,2024-11-30,7655,Midwest,Social,Mobile,9.76,203.34,False,0.0
41356,2025-01-03,14691,West,Referral,Tablet,6.49,177.04,False,0.0
41357,2023-11-05,2882,Northeast,Referral,Mobile,6.96,385.08,False,0.0
41358,2025-06-12,3678,South,Display,Mobile,3.48,172.19,False,0.0
41359,2025-04-29,14305,South,Paid Search,Desktop,6.59,249.06,False,0.0
41360,2023-03-16,702,West,Referral,Mobile,6.59,68.27,False,0.0
41361,2024-01-08,6980,Northeast,Social,Desktop,6.68,80.93,False,0.0
41362,2024-12-14,8162,South,Display,Desktop,4.55,826.06,False,0.0
41363,2025-06-17,10256,South,Email,Desktop,11.07,44.19,True,16.96
41364,2025-01-16,505,Northeast,Referral,Mobile,9.01,193.73,False,0.0
41365,2023-11-09,6803,South,Email,Mobile,9.15,541.77,False,0.0
41366,2024-12-26,7817,South,Social,Mobile,7.27,17.08,False,0.0
41367,2023-10-03,3935,Midwest,Social,Mobile,5.34,253.87,False,0.0
41368,2023-04-13,3089,Northeast,Direct,Desktop,4.3,283.2,False,0.0
41369,2023-02-26,10163,South,Social,Mobile,8.39,1137.22,False,0.0
41370,2023-04-23,6702,West,Paid Search,Mobile,9.26,54.21,False,0.0
41371,2023-12-23,8154,Midwest,Display,Mobile,1.24,42.43,False,0.0
41372,2025-04-20,7839,West,Organic Search,Mobile,8.28,313.08,False,0.0
41373,2025-05-14,10888,Northeast,Organic Search,Desktop,9.42,47.79,False,0.0
41374,2023-04-24,287,Midwest,Email,Mobile,4.36,31.12,False,0.0
41375,2024-02-11,14076,South,Social,Desktop,8.4,230.96,False,0.0
41376,2023-01-31,8228,West,Paid Search,Desktop,2.02,156.94,False,0.0
41377,2024-06-27,5561,Midwest,Referral,Mobile,6.32,136.09,False,0.0
41378,2024-05-14,8028,West,Display,,3.53,544.92,False,0.0
41379,2023-01-24,9298,South,Social,Desktop,8.89,319.37,True,97.23
41380,2023-08-17,8756,South,Organic Search,Desktop,5.51,160.77,False,0.0
41381,2023-01-08,10954,West,Social,Desktop,10.48,156.32,False,0.0
41382,2024-11-10,2584,South,Referral,Desktop,4.4,419.63,False,0.0
41383,2024-10-02,6576,South,Paid Search,Mobile,8.66,82.91,False,0.0
41384,2024-11-22,12004,South,Paid Search,Mobile,8.46,167.07,False,0.0
41385,2023-12-03,3032,Northeast,Organic Search,Desktop,8.97,92.09,False,0.0
41386,2023-03-12,1539,Midwest,Display,Tablet,5.25,299.54,False,0.0
41387,2024-04-08,8643,South,Social,Mobile,3.87,73.48,False,0.0
41388,2024-11-01,8456,Northeast,Social,,4.13,68.77,False,0.0
41389,2025-04-06,9272,South,Referral,Mobile,6.01,102.99,False,0.0
41390,2023-02-02,3705,Midwest,Organic Search,Mobile,6.23,187.89,False,0.0
41391,2023-12-30,7288,Midwest,Organic Search,Mobile,7.85,172.01,False,0.0
41392,2024-10-30,7512,Midwest,Email,Desktop,3.2,1616.59,False,0.0
41393,2024-10-02,3600,Northeast,Email,Desktop,8.39,125.07,False,0.0
41394,2023-12-29,4482,West,Organic Search,Desktop,10.69,389.33,False,0.0
41395,2024-10-25,5279,South,Email,Tablet,7.08,16.4,False,0.0
41396,2024-09-21,882,West,Social,Mobile,8.76,505.2,False,0.0
41397,2024-02-14,684,Midwest,Display,Mobile,14.49,226.72,False,0.0
41398,2024-12-03,4641,South,Referral,Tablet,9.41,328.85,False,0.0
41399,2024-08-01,14325,West,Direct,Desktop,7.82,392.1,False,0.0
41400,2024-07-11,8636,Northeast,Direct,Tablet,3.78,448.86,False,0.0
41401,2024-12-12,14002,Northeast,Email,Desktop,4.37,318.47,False,0.0
41402,2023-05-28,6034,West,Email,Desktop,5.91,117.59,False,0.0
41403,2023-06-23,12988,Northeast,Direct,Desktop,9.71,507.98,False,0.0
41404,2024-03-22,7772,West,Direct,Desktop,3.1,31.0,False,0.0
41405,2023-01-26,8668,South,Paid Search,Desktop,6.09,80.73,False,0.0
41406,2023-08-03,14155,Midwest,Email,Desktop,7.79,457.73,False,0.0
41407,2024-03-22,10316,Midwest,Display,Desktop,7.3,20.0,False,0.0
41408,2023-03-20,1889,Northeast,Direct,Mobile,0.95,250.86,False,0.0
41409,2024-09-19,13568,West,Email,Mobile,3.25,592.45,False,0.0
41410,2023-12-28,9939,Northeast,Organic Search,Mobile,6.47,123.84,False,0.0
41411,2025-03-01,11081,South,Referral,Desktop,7.89,803.59,False,0.0
41412,2024-05-25,3296,West,Organic Search,Mobile,9.22,348.97,False,0.0
41413,2023-07-21,8290,Midwest,Paid Search,Desktop,5.66,21.95,False,0.0
41414,2023-04-24,10182,West,Social,Desktop,0.0,152.48,False,0.0
41415,2024-11-03,12727,South,Email,Desktop,11.08,144.71,False,0.0
41416,2023-04-28,2335,Northeast,Direct,Desktop,0.0,489.79,False,0.0
41417,2023-07-29,7319,West,Social,Mobile,6.48,1013.93,False,0.0
41418,2023-07-08,5213,West,Organic Search,Desktop,6.86,360.25,False,0.0
41419,2024-07-28,6743,South,Referral,Desktop,2.24,299.4,False,0.0
41420,2024-01-16,4323,Northeast,Email,Desktop,6.39,142.97,False,0.0
41421,2024-02-12,8195,Midwest,Paid Search,Mobile,7.04,105.49,False,0.0
41422,2023-02-28,13547,Northeast,Organic Search,Mobile,4.33,134.87,False,0.0
41423,2023-05-03,3481,South,Organic Search,Mobile,3.84,988.88,False,0.0
41424,2023-12-07,13551,Midwest,Organic Search,Desktop,7.8,173.12,False,0.0
41425,2023-09-02,14351,Northeast,Social,Mobile,3.61,251.92,False,0.0
41426,2023-12-05,10485,West,Display,Tablet,3.99,58.74,False,0.0
41427,2024-06-23,7590,Midwest,Email,Desktop,7.54,549.25,False,0.0
41428,2023-12-01,7870,South,Referral,Desktop,4.86,98.02,False,0.0
41429,2024-11-02,342,Midwest,Referral,Tablet,11.06,178.25,False,0.0
41430,2023-02-01,6366,South,Direct,Mobile,9.3,540.06,False,0.0
41431,2023-12-24,9450,Midwest,Organic Search,Desktop,6.32,57.41,False,0.0
41432,2023-10-11,7250,South,Organic Search,Desktop,6.74,473.18,False,0.0
41433,2023-08-10,10641,West,Social,Desktop,8.75,836.71,False,0.0
41434,2023-12-12,2428,Northeast,Referral,Mobile,3.18,428.71,False,0.0
41435,2024-02-12,11282,Northeast,Organic Search,Mobile,9.65,251.53,False,0.0
41436,2024-08-28,9094,Midwest,Organic Search,Tablet,4.2,273.09,False,0.0
41437,2024-09-09,11180,Midwest,Paid Search,Mobile,4.44,368.79,False,0.0
41438,2024-10-07,13102,Northeast,Paid Search,Mobile,1.9,328.94,False,0.0
41439,2025-01-31,10750,South,Direct,Desktop,4.0,721.5,False,0.0
41440,2024-11-22,12801,Midwest,Referral,Desktop,7.13,79.03,False,0.0
41441,2023-07-10,970,South,Direct,Mobile,0.0,264.97,False,0.0
41442,2024-11-06,232,Northeast,Social,Tablet,2.95,157.15,False,0.0
41443,2025-03-03,4960,West,Paid Search,Desktop,0.0,101.47,False,0.0
41444,2023-04-25,1638,South,Referral,Mobile,6.8,441.7,False,0.0
41445,2024-06-24,6892,Midwest,Organic Search,Desktop,9.43,389.61,False,0.0
41446,2023-04-27,1930,Northeast,Email,Mobile,6.97,244.31,False,0.0
41447,2024-05-31,3710,South,Social,Tablet,4.08,101.3,False,0.0
41448,2023-03-14,2263,Midwest,Email,Mobile,8.54,655.66,False,0.0
41449,2024-10-19,3410,Northeast,Email,Mobile,11.06,74.58,False,0.0
41450,2024-01-15,5603,South,Email,Tablet,11.37,25.42,False,0.0
41451,2024-07-31,4584,Midwest,Paid Search,Desktop,7.6,86.56,False,0.0
41452,2023-04-01,14758,Northeast,Social,Mobile,2.12,29.78,False,0.0
41453,2024-07-28,1086,West,Paid Search,Desktop,8.79,640.81,False,0.0
41454,2023-04-09,1691,Midwest,Organic Search,Tablet,4.94,642.67,False,0.0
41455,2024-04-05,784,South,Organic Search,Desktop,7.85,101.23,False,0.0
41456,2024-05-08,9803,South,Social,Desktop,6.94,36.76,False,0.0
41457,2025-05-03,3132,N. East,Organic Search,Mobile,0.0,208.24,False,0.0
41458,2024-06-15,4575,Northeast,Email,Mobile,0.56,34.46,False,0.0
41459,2025-01-09,13709,South,Referral,Desktop,6.14,464.35,False,0.0
41460,2023-05-19,6216,West,Paid Search,Mobile,5.74,301.28,False,0.0
41461,2023-04-29,7027,Midwest,Email,Desktop,1.47,365.88,False,0.0
41462,2024-07-22,13603,West,Direct,Mobile,7.72,605.46,False,0.0
41463,2023-09-21,5490,South,Organic Search,Mobile,6.65,521.24,False,0.0
41464,2024-02-17,8097,West,Organic Search,Mobile,8.68,217.06,False,0.0
41465,2024-06-15,13414,South,Email,Desktop,9.36,34.99,False,0.0
41466,2024-11-13,2008,Midwest,Referral,Desktop,4.8,110.14,False,0.0
41467,2024-07-25,9090,Northeast,Display,Mobile,9.52,266.62,False,0.0
41468,2023-09-15,7120,West,Paid Search,Mobile,7.89,760.5,False,0.0
41469,2024-08-30,9768,Northeast,Referral,Mobile,0.0,387.62,True,190.6
41470,2024-09-04,5715,Northeast,Paid Search,Desktop,6.05,209.23,False,0.0
41471,2023-08-11,1791,South,Display,Mobile,5.67,72.78,False,0.0
41472,2024-06-17,4803,South,Display,Mobile,7.91,498.69,False,0.0
41473,2024-08-07,468,Northeast,Email,Tablet,7.18,1121.41,False,0.0
41474,2024-09-18,12477,Northeast,Paid Search,Desktop,2.12,130.28,False,0.0
41475,2024-07-15,13602,Northeast,Display,Desktop,10.18,157.71,False,0.0
41476,2023-12-25,1542,Northeast,Paid Search,Mobile,8.17,25.42,False,0.0
41477,2025-03-06,7359,mid-west,Referral,Desktop,7.86,498.21,False,0.0
41478,2023-12-26,9038,South,Display,Desktop,2.94,259.38,False,0.0
41479,2025-01-01,2538,South,Organic Search,Mobile,0.46,101.51,False,0.0
41480,2025-03-28,12536,West,Direct,Mobile,5.29,471.05,False,0.0
41481,2025-04-21,3897,West,Organic Search,Desktop,6.43,129.47,False,0.0
41482,2025-04-20,4800,Northeast,Social,Desktop,11.04,47.63,False,0.0
41483,2023-01-24,11915,West,Paid Search,Desktop,8.72,829.4,False,0.0
41484,2025-05-14,14175,Midwest,Organic Search,Desktop,7.83,100.54,True,40.42
41485,2025-05-19,12788,West,Paid Search,Mobile,5.85,328.88,False,0.0
41486,2023-03-14,1873,Midwest,Social,Mobile,7.8,117.45,True,57.35
41487,2024-07-13,2278,Midwest,Email,Mobile,5.54,126.35,False,0.0
41488,2023-03-13,10333,South,Paid Search,Mobile,6.64,32.86,False,0.0
41489,2023-08-06,13971,Northeast,Referral,Mobile,4.44,37.84,False,0.0
41490,2025-01-27,8448,Northeast,Display,Tablet,4.24,87.06,False,0.0
41491,2024-12-04,11195,South,Organic Search,Desktop,6.76,187.16,False,0.0
41492,2024-01-20,5037,South,Organic Search,Mobile,10.26,440.95,False,0.0
41493,2024-11-26,13051,South,Display,Mobile,4.27,109.67,False,0.0
41494,2023-06-17,6289,south ,Email,Desktop,8.75,482.84,False,0.0
41495,2025-05-24,2905,South,Paid Search,Tablet,10.64,241.42,False,0.0
41496,2024-06-04,9655,Midwest,Organic Search,Desktop,6.92,232.29,False,0.0
41497,2023-10-08,7743,Midwest,Display,Mobile,7.55,166.22,False,0.0
41498,2025-03-23,2423,Northeast,Display,Desktop,5.45,659.64,True,224.6
41499,2023-04-27,885,Midwest,Paid Search,Mobile,4.55,515.92,False,0.0
41500,2024-02-17,11711,West,Email,Mobile,0.0,69.98,False,0.0
41501,2024-12-15,3550,South,Organic Search,Desktop,5.22,199.36,True,169.15
41502,2023-12-24,2226,South,Paid Search,Mobile,5.74,710.08,False,0.0
41503,2023-10-26,12051,West,Organic Search,Desktop,10.57,147.08,False,0.0
41504,2024-11-10,10469,Northeast,Organic Search,Mobile,9.75,401.1,False,0.0
41505,2024-07-16,7467,Northeast,Organic Search,Desktop,7.43,89.55,False,0.0
41506,2023-01-07,4975,Midwest,Organic Search,Mobile,9.77,127.6,False,0.0
41507,2025-02-14,14341,Midwest,Paid Search,Desktop,4.27,284.59,False,0.0
41508,2023-07-17,12119,South,Direct,Desktop,5.87,365.17,False,0.0
41509,2024-10-23,8364,Midwest,Display,Desktop,3.96,204.5,True,156.9
41510,2023-07-04,14967,Northeast,Direct,Mobile,2.93,801.6,False,0.0
41511,2024-07-28,8864,Northeast,Organic Search,Tablet,3.99,327.01,False,0.0
41512,2024-12-10,3643,South,Social,Desktop,0.0,53.03,False,0.0
41513,2024-06-19,5547,Midwest,Organic Search,Mobile,12.02,43.94,False,0.0
41514,2024-06-01,496,Midwest,Direct,Desktop,11.25,308.28,False,0.0
41515,2024-04-05,2461,South,Email,Mobile,5.72,293.89,False,0.0
41516,2024-11-03,8378,West,Organic Search,Mobile,3.58,25.86,False,0.0
41517,2023-08-18,8566,South,Social,Desktop,8.37,20.8,False,0.0
41518,2025-04-22,324,Northeast,Social,Desktop,6.14,491.97,False,0.0
41519,2024-09-29,5075,Midwest,Organic Search,Mobile,8.66,561.98,False,0.0
41520,2024-01-05,4680,South,Organic Search,Mobile,3.68,138.14,False,0.0
41521,2025-03-24,10486,South,Display,Mobile,9.4,74.31,False,0.0
41522,2024-02-01,3346,South,Email,Mobile,1.92,156.48,False,0.0
41523,2023-08-29,11872,Midwest,Social,Desktop,6.44,61.22,False,0.0
41524,2025-03-05,690,South,Organic Search,Mobile,2.99,41.65,False,0.0
41525,2023-06-28,9305,West,Display,Mobile,7.71,39.25,False,0.0
